AllTrace
Swept SA
A.27.05,N9030B
550 B1X B1Y B25 B40 DP2 DP4 EP1 FS1 FS2 FSA LFE MPB NF2 NUL P50 PFR RTL RTS RT1 ESC FT1 RCL ,01
Segment,0
Number of Points,1001
Sweep Time,0.015
Start Frequency,1000000000
Stop Frequency,10000000000
Average Count,0
Average Type,LogPower(Video)
RBW,6000000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,6000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,DC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold,Maxhold,Maxhold,Clearwrite,Clearwrite,Clearwrite
1459000000,100.123185076319,100.114365973078,100.129799761378,-893.01029995664,-893.01029995664,-893.01029995664
1468000000,100.099703407771,100.105582809931,100.129100895411,-893.01029995664,-893.01029995664,-893.01029995664
1477000000,100.096799646784,100.082835947443,100.096799646784,-893.01029995664,-893.01029995664,-893.01029995664
1486000000,100.088016960474,100.079197380396,100.091691467616,-893.01029995664,-893.01029995664,-893.01029995664
1495000000,100.071149500147,100.067474993006,100.093932779566,-893.01029995664,-893.01029995664,-893.01029995664
1504000000,100.062366337,100.070450634181,100.0880893175,-893.01029995664,-893.01029995664,-893.01029995664
1513000000,100.073426752192,100.059463052851,100.077101259333,-893.01029995664,-893.01029995664,-893.01029995664
1522000000,100.060549942042,100.056874958064,100.071573940302,-893.01029995664,-893.01029995664,-893.01029995664
1531000000,100.053170587489,100.050965692469,100.06786909289,-893.01029995664,-893.01029995664,-893.01029995664
1540000000,100.070612991206,100.067673290125,100.091190898768,-893.01029995664,-893.01029995664,-893.01029995664
1549000000,100.075472615992,100.082086824213,100.098255418574,-893.01029995664,-893.01029995664,-893.01029995664
1558000000,100.114274463374,100.096635780055,100.128972968775,-893.01029995664,-893.01029995664,-893.01029995664
1567000000,100.127227445246,100.132372041346,100.155890126826,-893.01029995664,-893.01029995664,-893.01029995664
1576000000,100.148265201136,100.136506396815,100.168108779475,-893.01029995664,-893.01029995664,-893.01029995664
1585000000,100.156808869807,100.145050065485,100.168568150965,-893.01029995664,-893.01029995664,-893.01029995664
1594000000,100.160943225275,100.148449138056,100.166087821375,-893.01029995664,-893.01029995664,-893.01029995664
1603000000,100.108495606715,100.132013692194,100.147447003657,-893.01029995664,-893.01029995664,-893.01029995664
1612000000,100.108053279139,100.080860686518,100.130836558558,-893.01029995664,-893.01029995664,-893.01029995664
1621000000,100.085563431879,100.065719853541,100.079684029719,-893.01029995664,-893.01029995664,-893.01029995664
1630000000,100.076676318232,100.070796916071,100.08770079333,-893.01029995664,-893.01029995664,-893.01029995664
1639000000,100.046214230525,100.060913212763,100.072672017085,-893.01029995664,-893.01029995664,-893.01029995664
1648000000,100.046548193842,100.025969809443,100.070066279322,-893.01029995664,-893.01029995664,-893.01029995664
1657000000,100.030947213007,100.025067810847,100.051525597407,-893.01029995664,-893.01029995664,-893.01029995664
1666000000,100.062381926295,100.047683420893,100.071936312434,-893.01029995664,-893.01029995664,-893.01029995664
1675000000,100.09455192248,100.093817116419,100.09969651858,-893.01029995664,-893.01029995664,-893.01029995664
1684000000,100.118945181452,100.12482506045,100.14613825091,-893.01029995664,-893.01029995664,-893.01029995664
1693000000,100.141288040644,100.135408638483,100.164806126124,-893.01029995664,-893.01029995664,-893.01029995664
1702000000,100.160691198756,100.155546602656,100.176124987055,-893.01029995664,-893.01029995664,-893.01029995664
1711000000,100.148920173975,100.148184891077,100.172437782618,-893.01029995664,-893.01029995664,-893.01029995664
1720000000,100.156534487025,100.141835981623,100.180052572504,-893.01029995664,-893.01029995664,-893.01029995664
1729000000,100.147980682551,100.141366474329,100.153125278651,-893.01029995664,-893.01029995664,-893.01029995664
1738000000,100.135017564875,100.132812669856,100.140896967036,-893.01029995664,-893.01029995664,-893.01029995664
1747000000,100.122788776423,100.119849075343,100.144101966883,-893.01029995664,-893.01029995664,-893.01029995664
1756000000,100.11148123736,100.11662583346,100.134264516779,-893.01029995664,-893.01029995664,-893.01029995664
1765000000,100.10685657107,100.10391686999,100.124495254389,-893.01029995664,-893.01029995664,-893.01029995664
1774000000,100.0941476076,100.0941476076,100.111785814082,-893.01029995664,-893.01029995664,-893.01029995664
1783000000,100.082294089991,100.085968597132,100.106546981532,-893.01029995664,-893.01029995664,-893.01029995664
1792000000,100.090863031031,100.090863031031,100.117320817591,-893.01029995664,-893.01029995664,-893.01029995664
1801000000,100.100618819758,100.103558520838,100.097679118678,-893.01029995664,-893.01029995664,-893.01029995664
1810000000,100.063500562159,100.054680982081,100.0671750693,-893.01029995664,-893.01029995664,-893.01029995664
1819000000,100.038875914942,100.044755317103,100.063128806483,-893.01029995664,-893.01029995664,-893.01029995664
1828000000,100.046588456446,100.041443860346,100.070106541926,-893.01029995664,-893.01029995664,-893.01029995664
1837000000,100.07032034228,100.063706134058,100.090898726679,-893.01029995664,-893.01029995664,-893.01029995664
1846000000,100.092109593531,100.086964997431,100.115627679011,-893.01029995664,-893.01029995664,-893.01029995664
1855000000,100.112429232661,100.103609652583,100.127127738062,-893.01029995664,-893.01029995664,-893.01029995664
1864000000,100.128339081751,100.119519501673,100.146712094294,-893.01029995664,-893.01029995664,-893.01029995664
1873000000,100.133224455744,100.115586249262,100.148658244044,-893.01029995664,-893.01029995664,-893.01029995664
1882000000,100.123357441737,100.120417740656,100.114538338496,-893.01029995664,-893.01029995664,-893.01029995664
1891000000,100.089956606623,100.081137503382,100.104655588862,-893.01029995664,-893.01029995664,-893.01029995664
1900000000,100.088893437067,100.074929737727,100.115351223628,-893.01029995664,-893.01029995664,-893.01029995664
1909000000,100.106938086115,100.102528772913,100.126046381556,-893.01029995664,-893.01029995664,-893.01029995664
1918000000,100.102176090723,100.099236389643,100.122754475123,-893.01029995664,-893.01029995664,-893.01029995664
1927000000,100.106676180293,100.103736479212,100.118435461451,-893.01029995664,-893.01029995664,-893.01029995664
1936000000,100.11191155276,100.11264635882,100.129549759242,-893.01029995664,-893.01029995664,-893.01029995664
1945000000,100.138232664362,100.131618456141,100.155871347681,-893.01029995664,-893.01029995664,-893.01029995664
1954000000,100.166757240473,100.163817539393,100.178516044795,-893.01029995664,-893.01029995664,-893.01029995664
1963000000,100.170293642146,100.161474538905,100.187197042567,-893.01029995664,-893.01029995664,-893.01029995664
1972000000,100.172360431696,100.154721748377,100.193673622157,-893.01029995664,-893.01029995664,-893.01029995664
1981000000,100.151643941828,100.151643941828,100.175162027308,-893.01029995664,-893.01029995664,-893.01029995664
1990000000,100.125048049799,100.119168647639,100.104470142237,-893.01029995664,-893.01029995664,-893.01029995664
1999000000,100.088848657404,99.9947767923226,100.113101548945,-893.01029995664,-893.01029995664,-893.01029995664
2008000000,100.006758456904,100.006023650843,100.061144118983,-893.01029995664,-893.01029995664,-893.01029995664
2017000000,100.013596002223,100.030499402644,100.024620000483,-893.01029995664,-893.01029995664,-893.01029995664
2026000000,100.005622985407,100.020321967646,100.019586684748,-893.01029995664,-893.01029995664,-893.01029995664
2035000000,99.9515536436715,99.9640477308907,100.014023126093,-893.01029995664,-893.01029995664,-893.01029995664
2044000000,99.9658336633553,99.971713065516,100.013604163538,-893.01029995664,-893.01029995664,-893.01029995664
2053000000,99.971294102961,99.9859926083626,99.9918724873604,-893.01029995664,-893.01029995664,-893.01029995664
2062000000,99.9855736458077,100.003947135188,100.020850535609,-893.01029995664,-893.01029995664,-893.01029995664
2071000000,99.9710279056038,99.9820519038643,100.029087597987,-893.01029995664,-893.01029995664,-893.01029995664
2080000000,99.9716374807992,99.9863364630379,100.02528785998,-893.01029995664,-893.01029995664,-893.01029995664
2089000000,99.9906210222115,99.9994401254525,100.025897912013,-893.01029995664,-893.01029995664,-893.01029995664
2098000000,99.9723845624032,99.990758051783,100.025300135523,-893.01029995664,-893.01029995664,-893.01029995664
2107000000,99.9738953598275,99.9922688492074,100.026810932948,-893.01029995664,-893.01029995664,-893.01029995664
2116000000,99.9858779780831,100.000576960322,100.039528357264,-893.01029995664,-893.01029995664,-893.01029995664
2125000000,99.9985958792367,100.009619877497,100.056655571619,-893.01029995664,-893.01029995664,-893.01029995664
2134000000,100.001024111353,100.022337301814,100.051734789454,-893.01029995664,-893.01029995664,-893.01029995664
2143000000,99.9836097188058,99.995368523127,100.045344395167,-893.01029995664,-893.01029995664,-893.01029995664
2152000000,99.9876224807992,100.002320986201,100.040537577082,-893.01029995664,-893.01029995664,-893.01029995664
2161000000,100.003765980097,100.018464485499,100.021404186579,-893.01029995664,-893.01029995664,-893.01029995664
2170000000,99.9618493101754,99.9824276945748,100.019909479395,-893.01029995664,-893.01029995664,-893.01029995664
2179000000,99.9743183023324,99.980197704493,100.027233875452,-893.01029995664,-893.01029995664,-893.01029995664
2188000000,99.9682674161019,99.9800262204232,100.021182512385,-893.01029995664,-893.01029995664,-893.01029995664
2197000000,99.9406367874398,99.9553352928414,99.9729739761605,-893.01029995664,-893.01029995664,-893.01029995664
2206000000,99.9218252620186,99.9225605449166,99.9659217318978,-893.01029995664,-893.01029995664,-893.01029995664
2215000000,99.905953914515,99.9243274038949,99.9618091887154,-893.01029995664,-893.01029995664,-893.01029995664
2224000000,99.9253589799752,99.940057962214,99.9848892381539,-893.01029995664,-893.01029995664,-893.01029995664
2233000000,99.9353269612374,99.9698690449776,100.002206233698,-893.01029995664,-893.01029995664,-893.01029995664
2242000000,99.9439440628304,99.967461671473,100.002738561274,-893.01029995664,-893.01029995664,-893.01029995664
2251000000,99.9463484530892,99.961047435328,99.9941194301095,-893.01029995664,-893.01029995664,-893.01029995664
2260000000,99.9464606871285,99.9648341765084,100.005255662409,-893.01029995664,-893.01029995664,-893.01029995664
2269000000,99.9603873704781,99.9809657548775,100.001544139277,-893.01029995664,-893.01029995664,-893.01029995664
2278000000,100.011908849055,100.000884850794,100.047185738856,-893.01029995664,-893.01029995664,-893.01029995664
2287000000,100.011249560572,100.016394156672,100.070044535853,-893.01029995664,-893.01029995664,-893.01029995664
2296000000,100.033373074671,100.047337250849,100.103192048212,-893.01029995664,-893.01029995664,-893.01029995664
2305000000,100.048882857386,100.063581362788,100.054762259547,-893.01029995664,-893.01029995664,-893.01029995664
2314000000,100.051163269984,100.006331994044,100.059982373225,-893.01029995664,-893.01029995664,-893.01029995664
2323000000,100.0049378995,100.017431509882,100.060793173701,-893.01029995664,-893.01029995664,-893.01029995664
2332000000,99.9947242248788,100.006483506037,100.066013287379,-893.01029995664,-893.01029995664,-893.01029995664
2341000000,99.9838577601876,99.9963518474068,100.004436144587,-893.01029995664,-893.01029995664,-893.01029995664
2350000000,99.9355772215523,99.941456623713,99.9943721968331,-893.01029995664,-893.01029995664,-893.01029995664
2359000000,99.9397335115304,99.9691309991707,100.01102257403,-893.01029995664,-893.01029995664,-893.01029995664
2368000000,99.9292118001046,99.9446455884041,99.9909464764657,-893.01029995664,-893.01029995664,-893.01029995664
2377000000,99.9478400978341,99.9515146049752,99.9860566887154,-893.01029995664,-893.01029995664,-893.01029995664
2386000000,99.9400802272286,99.9577184337105,99.995935501429,-893.01029995664,-893.01029995664,-893.01029995664
2395000000,99.9470188620247,99.9587781431832,99.9940550329842,-893.01029995664,-893.01029995664,-893.01029995664
2404000000,99.9598373758187,99.9804157602181,100.015692650019,-893.01029995664,-893.01029995664,-893.01029995664
2413000000,99.957957384211,99.9733906956734,100.002053377253,-893.01029995664,-893.01029995664,-893.01029995664
2422000000,99.9354985313668,99.9472578125252,99.9913538055672,-893.01029995664,-893.01029995664,-893.01029995664
2431000000,99.9802532138314,99.9927468242135,100.030963415095,-893.01029995664,-893.01029995664,-893.01029995664
2440000000,100.004491977564,100.014781169764,100.070635967127,-893.01029995664,-893.01029995664,-893.01029995664
2449000000,100.003008237635,99.9552372606148,100.016971936976,-893.01029995664,-893.01029995664,-893.01029995664
2458000000,99.9522834317269,99.9721265332283,100.004463721949,-893.01029995664,-893.01029995664,-893.01029995664
2467000000,99.9507996917977,99.9662330032601,100.015474069239,-893.01029995664,-893.01029995664,-893.01029995664
2476000000,99.9363807902779,99.9584287867989,100.00693456988,-893.01029995664,-893.01029995664,-893.01029995664
2485000000,99.915704354731,99.9274636358895,99.973764523951,-893.01029995664,-893.01029995664,-893.01029995664
2494000000,99.9347150758614,99.9523532823433,99.9876301721444,-893.01029995664,-893.01029995664,-893.01029995664
2503000000,99.9419798672738,99.9596180737557,99.9978351414742,-893.01029995664,-893.01029995664,-893.01029995664
2512000000,99.9350859329476,99.9446398422493,99.9799172088875,-893.01029995664,-893.01029995664,-893.01029995664
2521000000,99.914428570887,99.9298623591866,99.9695490390267,-893.01029995664,-893.01029995664,-893.01029995664
2530000000,99.895976103846,99.9070001021065,99.9371328726449,-893.01029995664,-893.01029995664,-893.01029995664
2539000000,99.8923032045235,99.9018571138253,99.9510977029671,-893.01029995664,-893.01029995664,-893.01029995664
2548000000,99.8919076069893,99.9051360234322,99.9352687939705,-893.01029995664,-893.01029995664,-893.01029995664
2557000000,99.8972497909798,99.9148879974617,99.9509001701607,-893.01029995664,-893.01029995664,-893.01029995664
2566000000,99.9106290652718,99.9245927646126,99.9635446383919,-893.01029995664,-893.01029995664,-893.01029995664
2575000000,99.9122495352425,99.923273533503,99.9666347204842,-893.01029995664,-893.01029995664,-893.01029995664
2584000000,99.8940264268746,99.914604811274,99.9469419999947,-893.01029995664,-893.01029995664,-893.01029995664
2593000000,99.8518565564217,99.8783143429818,99.9319647221627,-893.01029995664,-893.01029995664,-893.01029995664
2602000000,99.86458876269,99.8881068481698,99.9233837379708,-893.01029995664,-893.01029995664,-893.01029995664
2611000000,99.865562164637,99.8861400721993,99.9331762431588,-893.01029995664,-893.01029995664,-893.01029995664
2620000000,99.8812340719857,99.9135712607064,99.9378241522469,-893.01029995664,-893.01029995664,-893.01029995664
2629000000,99.8329664079537,99.8564840165963,99.8976407853951,-893.01029995664,-893.01029995664,-893.01029995664
2638000000,99.8122108174386,99.8239696217598,99.8651259137215,-893.01029995664,-893.01029995664,-893.01029995664
2647000000,99.7892503319039,99.806153732325,99.8443703232064,-893.01029995664,-893.01029995664,-893.01029995664
2656000000,99.81185592837,99.8236147326912,99.8530122203316,-893.01029995664,-893.01029995664,-893.01029995664
2665000000,99.827737167231,99.827737167231,99.8571346548714,-893.01029995664,-893.01029995664,-893.01029995664
2674000000,99.8039965761055,99.8157553804268,99.8804297578682,-893.01029995664,-893.01029995664,-893.01029995664
2683000000,99.8019053456368,99.8107244488778,99.8731944081368,-893.01029995664,-893.01029995664,-893.01029995664
2692000000,99.8328861099495,99.8505247932686,99.8740428787484,-893.01029995664,-893.01029995664,-893.01029995664
2701000000,99.8352552142586,99.8345204081978,99.8639178958382,-893.01029995664,-893.01029995664,-893.01029995664
2710000000,99.8349106383004,99.8496096205391,99.8966453146615,-893.01029995664,-893.01029995664,-893.01029995664
2719000000,99.86273235644,99.8803710397591,99.9134430345406,-893.01029995664,-893.01029995664,-893.01029995664
2728000000,99.870710496241,99.8817344945015,99.9118667882027,-893.01029995664,-893.01029995664,-893.01029995664
2737000000,99.8360622551217,99.8595803406014,99.8948572304024,-893.01029995664,-893.01029995664,-893.01029995664
2746000000,99.8167085658516,99.8247928630318,99.8762383471932,-893.01029995664,-893.01029995664,-893.01029995664
2755000000,99.8017994757332,99.8135582800545,99.8458954687752,-893.01029995664,-893.01029995664,-893.01029995664
2764000000,99.7824810724129,99.8023241739144,99.8236373643746,-893.01029995664,-893.01029995664,-893.01029995664
2773000000,99.7800660695138,99.7969694699349,99.8322463597359,-893.01029995664,-893.01029995664,-893.01029995664
2782000000,99.794473881556,99.8062326858773,99.8562085579171,-893.01029995664,-893.01029995664,-893.01029995664
2791000000,99.7800444896187,99.7895988757576,99.8476585681405,-893.01029995664,-893.01029995664,-893.01029995664
2800000000,99.7849503676095,99.8033238569893,99.8202272574105,-893.01029995664,-893.01029995664,-893.01029995664
2809000000,99.7751572633614,99.789855768763,99.8163135553231,-893.01029995664,-893.01029995664,-893.01029995664
2818000000,99.7719783673348,99.7888822445931,99.8447375187935,-893.01029995664,-893.01029995664,-893.01029995664
2827000000,99.7842175239815,99.7790729278817,99.840072798182,-893.01029995664,-893.01029995664,-893.01029995664
2836000000,99.8192075351204,99.8427256206002,99.8515447238411,-893.01029995664,-893.01029995664,-893.01029995664
2845000000,99.8189206564583,99.8372941458382,99.86007694842,-893.01029995664,-893.01029995664,-893.01029995664
2854000000,99.821734649836,99.8334934541573,99.8834693261971,-893.01029995664,-893.01029995664,-893.01029995664
2863000000,99.8211607152047,99.8387989216866,99.8799552136483,-893.01029995664,-893.01029995664,-893.01029995664
2872000000,99.830463031794,99.848101238276,99.8694144287362,-893.01029995664,-893.01029995664,-893.01029995664
2881000000,99.8164189242806,99.8303831004586,99.8832981967415,-893.01029995664,-893.01029995664,-893.01029995664
2890000000,99.8249873884835,99.8418912657418,99.9183244475045,-893.01029995664,-893.01029995664,-893.01029995664
2899000000,99.8436638467659,99.8561579339852,99.8796755426278,-893.01029995664,-893.01029995664,-893.01029995664
2908000000,99.8312056996407,99.8517840840401,99.8517840840401,-893.01029995664,-893.01029995664,-893.01029995664
2917000000,99.7702422462716,99.7878804527535,99.8554950081124,-893.01029995664,-893.01029995664,-893.01029995664
2926000000,99.7779962726082,99.7978398509469,99.8566348262276,-893.01029995664,-893.01029995664,-893.01029995664
2935000000,99.7831286482491,99.8000320486702,99.8213452391305,-893.01029995664,-893.01029995664,-893.01029995664
2944000000,99.7871304429879,99.804769126307,99.8282872117867,-893.01029995664,-893.01029995664,-893.01029995664
2953000000,99.7858679555001,99.7917473576607,99.8417232297005,-893.01029995664,-893.01029995664,-893.01029995664
2962000000,99.8000111229195,99.8080954200997,99.8433723099007,-893.01029995664,-893.01029995664,-893.01029995664
2971000000,99.8411499492135,99.8470293513741,99.8823067180123,-893.01029995664,-893.01029995664,-893.01029995664
2980000000,99.8624456740059,99.8771446562447,99.9065421438851,-893.01029995664,-893.01029995664,-893.01029995664
2989000000,99.8433199128975,99.8661031923165,99.9204883775582,-893.01029995664,-893.01029995664,-893.01029995664
2998000000,99.8440377301278,99.869760710627,99.9197361058297,-893.01029995664,-893.01029995664,-893.01029995664
3007000000,99.8492845398201,99.8691276413216,99.889706025721,-893.01029995664,-893.01029995664,-893.01029995664
3016000000,99.8843581248726,99.8314425517525,99.8924424220528,-893.01029995664,-893.01029995664,-893.01029995664
3025000000,99.82174780337,99.8364467856087,99.9187598463692,-893.01029995664,-893.01029995664,-893.01029995664
3034000000,99.8539322320809,99.8649562303414,99.9208115045418,-893.01029995664,-893.01029995664,-893.01029995664
3043000000,99.8611284863534,99.8728872906746,99.8618632924141,-893.01029995664,-893.01029995664,-893.01029995664
3052000000,99.8719992477669,99.8249635536446,99.9013967354073,-893.01029995664,-893.01029995664,-893.01029995664
3061000000,99.7831390407052,99.7941630389657,99.867656519648,-893.01029995664,-893.01029995664,-893.01029995664
3070000000,99.7829815123238,99.8006197188057,99.8447161886849,-893.01029995664,-893.01029995664,-893.01029995664
3079000000,99.8041366975655,99.815895978724,99.8570522706856,-893.01029995664,-893.01029995664,-893.01029995664
3088000000,99.839990865046,99.8488099682869,99.8840873349251,-893.01029995664,-893.01029995664,-893.01029995664
3097000000,99.8120227630868,99.8267217453255,99.8649383362069,-893.01029995664,-893.01029995664,-893.01029995664
3106000000,99.793689155909,99.8054479602303,99.8583635333504,-893.01029995664,-893.01029995664,-893.01029995664
3115000000,99.8136584471383,99.8239471625008,99.8504049490609,-893.01029995664,-893.01029995664,-893.01029995664
3124000000,99.7967329400887,99.8173113244881,99.8349495309701,-893.01029995664,-893.01029995664,-893.01029995664
3133000000,99.7762983883919,99.7902620877327,99.8292134846749,-893.01029995664,-893.01029995664,-893.01029995664
3142000000,99.7984353813424,99.8182784828438,99.862374952723,-893.01029995664,-893.01029995664,-893.01029995664
3151000000,99.8206348399605,99.8353338221993,99.8757553081002,-893.01029995664,-893.01029995664,-893.01029995664
3160000000,99.8009432005562,99.8185814070382,99.8722317862191,-893.01029995664,-893.01029995664,-893.01029995664
3169000000,99.7966848726143,99.806974064814,99.8495999688973,-893.01029995664,-893.01029995664,-893.01029995664
3178000000,99.776667553431,99.7935714306893,99.8317880215706,-893.01029995664,-893.01029995664,-893.01029995664
3187000000,99.783232475306,99.7597143898263,99.8155696640267,-893.01029995664,-893.01029995664,-893.01029995664
3196000000,99.7581950145211,99.7728939967598,99.820664496943,-893.01029995664,-893.01029995664,-893.01029995664
3205000000,99.7801937246956,99.7919525290169,99.8301691198983,-893.01029995664,-893.01029995664,-893.01029995664
3214000000,99.7465064378609,99.772964224421,99.8023617120614,-893.01029995664,-893.01029995664,-893.01029995664
3223000000,99.7361484089913,99.7501121083321,99.7795095959725,-893.01029995664,-893.01029995664,-893.01029995664
3232000000,99.7419594513192,99.7397545562996,99.7985495315804,-893.01029995664,-893.01029995664,-893.01029995664
3241000000,99.7338063174691,99.751444523951,99.8021552020516,-893.01029995664,-893.01029995664,-893.01029995664
3250000000,99.7844481588997,99.796206963221,99.8226647497811,-893.01029995664,-893.01029995664,-893.01029995664
